DISTRICT NAME,UNIT NAME, YEAR,VEHICLE_INVOLVED,ACCIDENT CLASIFICATION,ACCIDENT SPOT,ACCIDENT LOCATION,MAIN CAUSE,HIT-RUN,SEVERITY,COLLISION TYPE,JUNCTION CONTROL,ROAD CHARACTER,ROAD-TYPE,SURFACE-TYPE,SURFACE CONDITION,ROAD CONDITION,WEATHER,LANE-TYPE,ROAD MARKING,SPOT CONDITIONS,SIDE WALK,ACCIDENT-ROAD,Latitude ,Longitude
Aizawl Mizoram,Aizawl,2021,3,Road accident,Near school,Straight road,Human Error,Yes,Moderate,Side-impact,Stop sign,Curve,Secondary road,Concrete,Muddy,Under construction,Rainy,Single lane,Faded,Clear view,Damaged,MG Road,23.7307,92.7173
East Khasi Hills Meghalaya,Shillong,2014,4,Road accident,Highway intersection,Curve,Human Error,Yes,Low,Side-impact,Traffic lights,Rural road,Main road,Cobblestone,Slippery,Good,Foggy,Double lane,Partially visible,Poorly lit,Under construction,Ring Road,91.8933,91.8933
Kamrup Metropolitan Distric Assam,Guwahati,2019,3,Road accident,Highway intersection,Straight road,Human Error,Yes,High,Head-on,Stop sign,Flat,Service road,Concrete,Slippery,Poor,Foggy,Triple lane,Clearly visible,Congested,Absent,MG Road,26.1158,91.7086
Kamrup Metropolitan Distric Assam,Guwahati,2019,4,Road accident,Residential street,Tunnel,Human Error,No,High,Head-on,Traffic lights,Urban road,Service road,Dirt,Slippery,Good,Rainy,Triple lane,Partially visible,Congested,Well-maintained,Park Street,26.1158,91.7086
Gangtok District Sikim District Sikim,Gangtok District Sikim,2008,1,Road accident,Highway intersection,Curve,Human Error,Yes,Low,Rear-end,Traffic lights,Urban road,Highway,Gravel,Muddy,Potholes present,Foggy,Single lane,Not visible,Clear view,Absent,Park Street,27.3314,88.6138
Itanagar District Arunachal Pradesh,Itanagar,2020,4,Road accident,Market area,Tunnel,Human Error,Yes,Low,Head-on,No control,Hilly,Local road,Dirt,Muddy,Potholes present,Clear,Multiple lanes,Clearly visible,Well-lit,Under construction,Park Street,27.0844,93.6053
Kohima District NagalandDistrict Nagaland,Kohima,2003,3,Road accident,Near school,Tunnel,Human Error,No,Moderate,Side-impact,Yield sign,Hilly,Service road,Cobblestone,Wet,Poor,Windy,Divided,Clearly visible,Poorly lit,Damaged,National Highway 27,25.6751,94.1086
Kohima District NagalandDistrict Nagaland,Kohima,2018,1,Road accident,Market area,Straight road,Human Error,No,Low,Head-on,Yield sign,Straight,Secondary road,Dirt,Dry,Good,Windy,Double lane,Faded,Well-lit,Present,Ring Road,25.6751,94.1086
Imphal East Manipur,Imphal,2018,3,Road accident,Commercial hub,Tunnel,Human Error,Yes,High,Rear-end,No control,Flat,Highway,Concrete,Dry,Under construction,Clear,Divided,Clearly visible,Congested,Damaged,National Highway 27,24.8108,93.9386
Itanagar District Arunachal Pradesh,Itanagar,2008,3,Road accident,Near school,Intersection,Human Error,No,Moderate,Rollover,Yield sign,Rural road,Highway,Dirt,Dry,Fair,Windy,Double lane,Clearly visible,Congested,Under construction,Park Street,27.0844,93.6053
Gangtok District Sikim District Sikim,Gangtok District Sikim,2001,4,Road accident,Market area,Bridge,Human Error,No,Moderate,Rollover,Yield sign,Urban road,Main road,Concrete,Wet,Potholes present,Windy,Divided,Newly painted,Poorly lit,Under construction,State Highway 1,27.3314,88.6138
Aizawl Mizoram,Aizawl,2022,2,Road accident,Highway intersection,Curve,Human Error,No,Critical,Rollover,Stop sign,Curve,Highway,Asphalt,Muddy,Poor,Foggy,Triple lane,Partially visible,Obstructed view,Present,State Highway 1,23.7307,92.7173
Kohima District NagalandDistrict Nagaland,Kohima,2010,2,Road accident,Commercial hub,Straight road,Human Error,Yes,Critical,Side-impact,Traffic lights,Hilly,Main road,Asphalt,Dry,Under construction,Windy,Double lane,Clearly visible,Congested,Under construction,National Highway 27,25.6751,94.1086
Aizawl Mizoram,Aizawl,2022,1,Road accident,Highway intersection,Straight road,Human Error,No,Critical,Rollover,No control,Curve,Secondary road,Cobblestone,Wet,Good,Rainy,Double lane,Partially visible,Congested,Under construction,MG Road,23.7307,92.7173
Kamrup Metropolitan Distric Assam,Guwahati,2021,3,Road accident,Near school,Bridge,Human Error,No,High,Side-impact,Yield sign,Hilly,Local road,Cobblestone,Wet,Good,Foggy,Multiple lanes,Partially visible,Obstructed view,Damaged,National Highway 27,26.1158,91.7086
Gangtok District Sikim District Sikim,Gangtok District Sikim,2009,4,Road accident,Commercial hub,Curve,Human Error,Yes,High,Side-impact,Traffic lights,Curve,Local road,Gravel,Slippery,Potholes present,Rainy,Single lane,Clearly visible,Poorly lit,Damaged,Ring Road,27.3314,88.6138
Kamrup Metropolitan Distric Assam,Guwahati,2011,1,Road accident,Market area,Curve,Human Error,No,Critical,Side-impact,No control,Straight,Main road,Cobblestone,Muddy,Under construction,Clear,Single lane,Faded,Clear view,Absent,Park Street,26.1158,91.7086
Imphal East Manipur,Imphal,2006,3,Road accident,Market area,Tunnel,Human Error,No,Critical,Rear-end,Stop sign,Curve,Service road,Concrete,Slippery,Under construction,Clear,Double lane,Partially visible,Obstructed view,Well-maintained,MG Road,24.8108,93.9386
East Khasi Hills Meghalaya,Shillong,2003,2,Road accident,Market area,Straight road,Human Error,No,High,Side-impact,Traffic lights,Urban road,Local road,Gravel,Slippery,Good,Windy,Single lane,Faded,Poorly lit,Well-maintained,Park Street,91.8933,91.8933
Imphal East Manipur,Imphal,2012,4,Road accident,Commercial hub,Tunnel,Human Error,No,High,Rollover,Traffic lights,Curve,Service road,Cobblestone,Muddy,Poor,Foggy,Triple lane,Clearly visible,Clear view,Present,Park Street,24.8108,93.9386
Imphal West Manipur,Imphal,2012,4,Road accident,Highway intersection,Intersection,Human Error,Yes,Moderate,Rear-end,Traffic lights,Curve,Service road,Cobblestone,Slippery,Fair,Foggy,Single lane,Clearly visible,Obstructed view,Well-maintained,MG Road,24.8108,93.9386
Kamrup Metropolitan Distric Assam,Guwahati,2018,4,Road accident,Residential street,Curve,Human Error,No,Moderate,Head-on,Stop sign,Curve,Local road,Dirt,Dry,Potholes present,Foggy,Multiple lanes,Partially visible,Poorly lit,Damaged,State Highway 1,26.1158,91.7086
Imphal East Manipur,Imphal,2005,4,Road accident,Commercial hub,Straight road,Human Error,No,Low,Side-impact,No control,Rural road,Highway,Cobblestone,Muddy,Under construction,Rainy,Divided,Faded,Clear view,Damaged,Ring Road,24.8108,93.9386
Gangtok District Sikim District Sikim,Gangtok District Sikim,2003,3,Road accident,Commercial hub,Curve,Human Error,No,Low,Rollover,Yield sign,Rural road,Highway,Cobblestone,Muddy,Poor,Rainy,Multiple lanes,Not visible,Congested,Under construction,MG Road,27.3314,88.6138
Imphal West Manipur,Imphal,2015,3,Road accident,Residential street,Straight road,Human Error,Yes,High,Head-on,No control,Straight,Highway,Asphalt,Slippery,Potholes present,Rainy,Divided,Newly painted,Well-lit,Well-maintained,State Highway 1,24.8108,93.9386
Aizawl Mizoram,Aizawl,2015,3,Road accident,Residential street,Bridge,Human Error,No,Moderate,Head-on,Yield sign,Rural road,Local road,Gravel,Wet,Poor,Rainy,Divided,Not visible,Well-lit,Damaged,Ring Road,23.7307,92.7173
Itanagar District Arunachal Pradesh,Itanagar,2014,3,Road accident,Near school,Bridge,Human Error,Yes,High,Head-on,No control,Urban road,Service road,Asphalt,Wet,Fair,Clear,Multiple lanes,Not visible,Clear view,Well-maintained,National Highway 27,27.0844,93.6053
Aizawl Mizoram,Aizawl,2003,1,Road accident,Commercial hub,Intersection,Human Error,No,Low,Rollover,Stop sign,Straight,Main road,Gravel,Dry,Poor,Foggy,Divided,Partially visible,Clear view,Well-maintained,National Highway 27,23.7307,92.7173
Kamrup Metropolitan Distric Assam,Guwahati,2002,4,Road accident,Commercial hub,Curve,Human Error,No,Moderate,Rear-end,Stop sign,Urban road,Secondary road,Gravel,Wet,Fair,Foggy,Double lane,Clearly visible,Poorly lit,Under construction,MG Road,26.1158,91.7086
East Khasi Hills Meghalaya,Shillong,2015,3,Road accident,Residential street,Intersection,Human Error,Yes,Critical,Rollover,Stop sign,Urban road,Local road,Concrete,Wet,Poor,Clear,Multiple lanes,Not visible,Clear view,Well-maintained,Park Street,91.8933,91.8933
Gangtok District Sikim District Sikim,Gangtok District Sikim,2016,1,Road accident,Near school,Curve,Human Error,No,High,Rollover,No control,Hilly,Secondary road,Concrete,Muddy,Poor,Clear,Double lane,Newly painted,Congested,Well-maintained,Park Street,27.3314,88.6138
Imphal East Manipur,Imphal,2003,4,Road accident,Near school,Tunnel,Human Error,Yes,High,Rollover,Yield sign,Rural road,Secondary road,Gravel,Wet,Under construction,Windy,Divided,Newly painted,Poorly lit,Well-maintained,National Highway 27,24.8108,93.9386
Kohima District NagalandDistrict Nagaland,Kohima,2019,3,Road accident,Market area,Intersection,Human Error,No,High,Rollover,Traffic lights,Flat,Secondary road,Dirt,Muddy,Potholes present,Clear,Multiple lanes,Partially visible,Clear view,Absent,Park Street,25.6751,94.1086
Aizawl Mizoram,Aizawl,2012,1,Road accident,Highway intersection,Bridge,Human Error,No,Low,Rear-end,Stop sign,Urban road,Service road,Dirt,Wet,Under construction,Windy,Multiple lanes,Not visible,Obstructed view,Under construction,Ring Road,23.7307,92.7173
Kohima District NagalandDistrict Nagaland,Kohima,2014,1,Road accident,Residential street,Straight road,Human Error,No,Critical,Rear-end,Stop sign,Urban road,Service road,Dirt,Wet,Under construction,Rainy,Triple lane,Newly painted,Clear view,Absent,Ring Road,25.6751,94.1086
Itanagar District Arunachal Pradesh,Itanagar,2007,3,Road accident,Residential street,Straight road,Human Error,Yes,Moderate,Rear-end,No control,Curve,Service road,Cobblestone,Wet,Poor,Windy,Double lane,Faded,Congested,Present,State Highway 1,27.0844,93.6053
Kamrup Metropolitan Distric Assam,Guwahati,2013,4,Road accident,Highway intersection,Bridge,Human Error,No,High,Side-impact,No control,Curve,Highway,Asphalt,Wet,Fair,Rainy,Triple lane,Faded,Obstructed view,Under construction,National Highway 27,26.1158,91.7086
Gangtok District Sikim District Sikim,Gangtok District Sikim,2004,4,Road accident,Near school,Intersection,Human Error,No,Critical,Side-impact,Yield sign,Curve,Main road,Dirt,Wet,Poor,Rainy,Double lane,Faded,Obstructed view,Under construction,State Highway 1,27.3314,88.6138
Gangtok District Sikim District Sikim,Gangtok District Sikim,2013,4,Road accident,Commercial hub,Tunnel,Human Error,Yes,High,Head-on,Yield sign,Urban road,Service road,Gravel,Muddy,Poor,Windy,Single lane,Faded,Well-lit,Well-maintained,State Highway 1,27.3314,88.6138
East Khasi Hills Meghalaya,Shillong,2002,2,Road accident,Market area,Straight road,Human Error,No,Critical,Rollover,No control,Rural road,Main road,Concrete,Muddy,Fair,Clear,Triple lane,Faded,Poorly lit,Well-maintained,Park Street,91.8933,91.8933
Kohima District NagalandDistrict Nagaland,Kohima,2010,2,Road accident,Commercial hub,Bridge,Human Error,Yes,Moderate,Head-on,Yield sign,Flat,Main road,Dirt,Wet,Potholes present,Foggy,Divided,Faded,Well-lit,Damaged,State Highway 1,25.6751,94.1086
East Khasi Hills Meghalaya,Shillong,2011,4,Road accident,Near school,Tunnel,Human Error,No,Low,Rear-end,Traffic lights,Rural road,Highway,Dirt,Dry,Potholes present,Windy,Multiple lanes,Faded,Poorly lit,Damaged,National Highway 27,91.8933,91.8933
Kamrup Metropolitan Distric Assam,Guwahati,2009,1,Road accident,Residential street,Curve,Human Error,No,Low,Side-impact,Stop sign,Flat,Highway,Dirt,Wet,Fair,Windy,Multiple lanes,Not visible,Poorly lit,Damaged,Park Street,26.1158,91.7086
Gangtok District Sikim District Sikim,Gangtok District Sikim,2006,3,Road accident,Residential street,Straight road,Human Error,No,Moderate,Head-on,Stop sign,Flat,Highway,Concrete,Muddy,Good,Clear,Single lane,Newly painted,Obstructed view,Absent,Park Street,27.3314,88.6138
Aizawl Mizoram,Aizawl,2006,2,Road accident,Residential street,Curve,Human Error,No,Critical,Rear-end,No control,Urban road,Highway,Dirt,Slippery,Under construction,Rainy,Double lane,Faded,Clear view,Present,National Highway 27,23.7307,92.7173
Kamrup Metropolitan Distric Assam,Guwahati,2013,1,Road accident,Near school,Straight road,Human Error,No,Low,Head-on,No control,Curve,Local road,Gravel,Wet,Potholes present,Rainy,Multiple lanes,Faded,Congested,Damaged,MG Road,26.1158,91.7086
Aizawl Mizoram,Aizawl,2016,3,Road accident,Residential street,Straight road,Human Error,Yes,High,Head-on,No control,Urban road,Service road,Concrete,Wet,Good,Foggy,Divided,Not visible,Poorly lit,Under construction,National Highway 27,23.7307,92.7173
Kohima District NagalandDistrict Nagaland,Kohima,2014,2,Road accident,Near school,Intersection,Human Error,No,Moderate,Side-impact,Yield sign,Flat,Service road,Gravel,Wet,Under construction,Rainy,Double lane,Clearly visible,Clear view,Damaged,MG Road,25.6751,94.1086
Aizawl Mizoram,Aizawl,2009,3,Road accident,Residential street,Straight road,Human Error,Yes,High,Rollover,No control,Straight,Local road,Concrete,Muddy,Good,Rainy,Multiple lanes,Faded,Obstructed view,Present,MG Road,23.7307,92.7173
Kamrup Metropolitan Distric Assam,Guwahati,2007,1,Road accident,Highway intersection,Bridge,Human Error,Yes,Critical,Head-on,Traffic lights,Curve,Highway,Asphalt,Slippery,Potholes present,Rainy,Triple lane,Faded,Poorly lit,Damaged,MG Road,26.1158,91.7086
Aizawl Mizoram,Aizawl,2008,1,Road accident,Commercial hub,Intersection,Human Error,Yes,Low,Rollover,No control,Rural road,Main road,Asphalt,Wet,Fair,Clear,Multiple lanes,Partially visible,Poorly lit,Well-maintained,Park Street,23.7307,92.7173
Itanagar District Arunachal Pradesh,Itanagar,2007,3,Road accident,Highway intersection,Bridge,Human Error,No,High,Rear-end,Stop sign,Urban road,Service road,Cobblestone,Wet,Under construction,Rainy,Triple lane,Clearly visible,Well-lit,Absent,Ring Road,27.0844,93.6053
East Khasi Hills Meghalaya,Shillong,2011,3,Road accident,Near school,Tunnel,Human Error,Yes,Low,Rollover,Traffic lights,Flat,Local road,Gravel,Dry,Fair,Windy,Multiple lanes,Clearly visible,Obstructed view,Damaged,Park Street,91.8933,91.8933
Itanagar District Arunachal Pradesh,Itanagar,2015,3,Road accident,Market area,Tunnel,Human Error,Yes,Critical,Rollover,Traffic lights,Rural road,Main road,Concrete,Slippery,Under construction,Clear,Single lane,Partially visible,Well-lit,Under construction,MG Road,27.0844,93.6053
Gangtok District Sikim District Sikim,Gangtok District Sikim,2020,2,Road accident,Residential street,Bridge,Human Error,No,Moderate,Rear-end,Traffic lights,Straight,Service road,Cobblestone,Wet,Under construction,Clear,Multiple lanes,Not visible,Congested,Absent,National Highway 27,27.3314,88.6138
Kohima District NagalandDistrict Nagaland,Kohima,2003,4,Road accident,Residential street,Straight road,Human Error,No,High,Head-on,Stop sign,Flat,Service road,Gravel,Dry,Fair,Rainy,Triple lane,Partially visible,Clear view,Damaged,Ring Road,25.6751,94.1086
Itanagar District Arunachal Pradesh,Itanagar,2010,2,Road accident,Near school,Curve,Human Error,No,Critical,Head-on,Traffic lights,Rural road,Main road,Dirt,Dry,Poor,Rainy,Multiple lanes,Not visible,Poorly lit,Absent,Ring Road,27.0844,93.6053
Aizawl Mizoram,Aizawl,2004,4,Road accident,Market area,Intersection,Human Error,No,High,Head-on,Stop sign,Curve,Service road,Gravel,Slippery,Good,Rainy,Divided,Faded,Clear view,Absent,State Highway 1,23.7307,92.7173
Itanagar District Arunachal Pradesh,Itanagar,2019,2,Road accident,Residential street,Tunnel,Human Error,Yes,High,Rear-end,Yield sign,Urban road,Local road,Concrete,Dry,Fair,Rainy,Single lane,Faded,Obstructed view,Under construction,State Highway 1,27.0844,93.6053
Gangtok District Sikim District Sikim,Gangtok District Sikim,2008,2,Road accident,Market area,Straight road,Human Error,Yes,High,Side-impact,Yield sign,Straight,Local road,Concrete,Dry,Potholes present,Rainy,Single lane,Faded,Congested,Under construction,State Highway 1,27.3314,88.6138
Kohima District NagalandDistrict Nagaland,Kohima,2011,4,Road accident,Highway intersection,Bridge,Human Error,Yes,Critical,Rear-end,Yield sign,Flat,Local road,Cobblestone,Muddy,Poor,Rainy,Triple lane,Partially visible,Well-lit,Damaged,MG Road,25.6751,94.1086
Itanagar District Arunachal Pradesh,Itanagar,2022,4,Road accident,Market area,Straight road,Human Error,Yes,Moderate,Head-on,Traffic lights,Curve,Service road,Asphalt,Muddy,Potholes present,Rainy,Multiple lanes,Not visible,Well-lit,Under construction,State Highway 1,27.0844,93.6053
Kamrup Metropolitan Distric Assam,Guwahati,2008,4,Road accident,Near school,Bridge,Human Error,Yes,High,Side-impact,No control,Straight,Highway,Gravel,Muddy,Poor,Rainy,Single lane,Faded,Congested,Absent,Ring Road,26.1158,91.7086
Gangtok District Sikim District Sikim,Gangtok District Sikim,2016,1,Road accident,Commercial hub,Curve,Human Error,No,Low,Side-impact,Yield sign,Straight,Main road,Cobblestone,Slippery,Poor,Foggy,Triple lane,Faded,Poorly lit,Present,Ring Road,27.3314,88.6138
Kamrup Metropolitan Distric Assam,Kohima,2014,4,Road accident,Highway intersection,Tunnel,Human Error,No,High,Rear-end,No control,Straight,Secondary road,Concrete,Slippery,Good,Windy,Triple lane,Partially visible,Clear view,Well-maintained,MG Road,25.6751,94.1086
East Khasi Hills Meghalaya,Shillong,2021,4,Road accident,Near school,Tunnel,Human Error,No,Moderate,Head-on,No control,Urban road,Main road,Dirt,Muddy,Under construction,Rainy,Divided,Partially visible,Clear view,Damaged,State Highway 1,91.8933,91.8933
East Khasi Hills Meghalaya,Shillong,2008,3,Road accident,Market area,Straight road,Human Error,No,Critical,Rear-end,Traffic lights,Rural road,Main road,Gravel,Wet,Fair,Foggy,Triple lane,Newly painted,Obstructed view,Damaged,State Highway 1,91.8933,91.8933
East Khasi Hills Meghalaya,Shillong,2005,1,Road accident,Commercial hub,Straight road,Human Error,No,Critical,Side-impact,Traffic lights,Straight,Service road,Gravel,Slippery,Potholes present,Windy,Double lane,Partially visible,Well-lit,Damaged,State Highway 1,91.8933,91.8933
East Khasi Hills Meghalaya,Shillong,2021,1,Road accident,Highway intersection,Bridge,Human Error,No,Moderate,Head-on,Traffic lights,Hilly,Highway,Asphalt,Muddy,Under construction,Windy,Double lane,Partially visible,Well-lit,Under construction,Ring Road,91.8933,91.8933
